pageid,title,wikidata,label
392337,Azali Assoumani,Q515602,Azali Assoumani
5501774,Bianrifi Tarmidi,Q855447,Bianrifi Tarmidi
12274763,Mohamed Abdoulwahab,Q3318302,Mohamed Abdoulwahab
18256690,Moussa Toybou,Q3326242,Moussa Toybou
52785664,Moustadroine Abdou,Q28370112,Moustadroine Abdou
66291002,Loub Yacout Zaïdou,Q100364484,Loub Yacout Zaïdou
