item,itemLabel,startDate,endDate,sourceDate,psid
Q64009130,Saïd Abeid Abdérémane,1999,2001-08,2022-09-13,Q64009130-FED63F42-930E-43F9-BF09-95D2E2AF13A6
Q919913,Mohamed Bacar,2002-04-14,2007-04-28,,Q919913-ccbb2198-4b29-e199-354d-75287ef62162
Q105816388,Kaambi Houmadi,2007-04-28,2007-05-11,,Q105816388-61c1e2f9-488d-7f64-2bf3-787cd0ba2e28
Q105816348,Dhoihirou Halidi,2007-05-11,2007-06-14,,Q105816348-84e799ac-4bed-835b-cb5f-48f18e9a7b84
Q919913,Mohamed Bacar,2007-06-14,2008-03-25,,Q919913-fbba42cb-4999-26fa-a7f1-e2b5ed93378b
Q57458,Ikililou Dhoinine,2008-03-26,2008-03-31,2022-09-13,Q57458-85FCB9C3-FADC-4EAE-B726-5D584ADE8A81
Q113953785,Lailizamane Abdou Cheik,2008-03-31,2008-07-07,2022-09-13,Q113953785-92B74E20-9382-4351-8F87-3353E0CD5BEB
Q3326242,Moussa Toybou,2008-07-07,,,Q3326242-3eb83a6a-4163-ff34-9084-eb359a51758d
