ordinal,item,itemLabel,inception,inceptionPrecision,abolished,abolishedPrecision,replaces,replacesLabel,replacedBy,replacedByLabel
,Q114566740,"Assoumani Cabinet, October 2021–",2021-08-26,11,,,,,,
